#'chr'	'start'	'end'	'SRX1070676_NT2_DRIPc-seq_rep_1.hg38.bw'	'SRX1070677_NT2_DRIPc-seq_rep_2.hg38.bw'	'SRX1070678_NT2_DRIP-seq_1.hg38.bw'	'SRX1070679_NT2_DRIP-seq_2.hg38.bw'	'SRX1070680_NT2_DRIP-seq_RNaseA.hg38.bw'	'SRX1070681_NT2_DRIP-seq_RNaseH.hg38.bw'	'SRX255721_NT2_DRIP-seq_1.hg38.bw'	'SRX255723_NT2_DRIP-seq_2_rep_1.hg38.bw'	'SRX255724_NT2_DRIP-seq_2_rep_2.hg38.bw'
chr19	49443000	49444000	0.48	0.18	6.44	2.77	13.07	0.97	0.97	0.88	0.49
chr19	49444000	49445000	0.18	0.16	2.95	1.17	8.58	0.73	0.43	0.37	0.26
chr19	49445000	49446000	0.41	0.24	8.01	1.42	8.99	0.42	0.75	0.41	0.28
chr19	49446000	49447000	2.89	1.76	13.37	9.4	11.25	0.28	2.1	1.28	0.89
chr19	49447000	49448000	4.02	2.77	18.33	18.0	14.69	0.16	1.7	2.74	1.89
chr19	49448000	49449000	4.93	2.96	24.85	15.81	23.29	0.98	3.3	3.14	2.31
chr19	49449000	49450000	1.8	1.32	16.59	9.77	16.65	0.44	3.28	2.75	1.71
chr19	49450000	49451000	4.89	2.72	10.41	6.7	10.52	0.82	1.89	2.83	2.0
chr19	49451000	49452000	0.9	0.23	6.35	5.29	3.9	0.46	0.99	0.79	0.49
chr19	49452000	49453000	0.46	0.36	1.53	0.64	1.25	0.55	0.27	0.26	0.14
chr19	49453000	49454000	0.2	0.12	1.76	1.52	1.54	0.37	0.68	0.71	0.87
chr19	49454000	49455000	0.23	0.53	2.62	1.57	1.53	0.37	0.42	0.32	0.15
chr19	49455000	49456000	0.11	0.24	3.79	1.15	4.46	0.43	0.44	0.36	0.27
chr19	49456000	49457000	0.47	0.16	3.09	2.55	2.55	0.32	0.73	0.21	0.35
chr19	49457000	49458000	0.24	0.23	1.18	1.15	2.88	0.53	0.35	0.11	0.1
chr19	49458000	49459000	0.45	0.27	3.52	3.32	3.4	0.35	0.22	0.51	0.58
chr19	49459000	49460000	0.66	0.81	9.27	2.57	7.89	0.97	1.03	0.2	0.2
chr19	49460000	49461000	0.18	0.26	7.88	1.78	12.53	1.86	0.79	0.45	0.15
chr19	49461000	49462000	0.1	0.1	7.02	2.11	6.48	0.78	0.64	0.34	0.05
chr19	49462000	49463000	0.61	0.24	7.29	2.04	7.63	1.38	1.02	0.47	0.29
chr19	49463000	49464000	0.06	0.06	0.94	1.26	0.59	0.33	0.21	0.55	0.25
chr19	49464000	49465000	0.28	0.12	4.31	5.89	3.76	0.11	0.53	2.32	1.15
chr19	49465000	49466000	1.13	0.46	4.04	5.97	3.39	0.22	0.53	1.38	1.14
chr19	49466000	49467000	0.35	0.26	4.46	1.46	3.4	1.72	0.72	0.42	0.05
chr19	49467000	49468000	0.06	0.24	2.93	0.83	6.56	1.76	0.82	0.52	0.26
chr19	49468000	49469000	0.12	0.06	6.75	0.88	4.82	2.23	1.22	0.67	0.43
chr19	49469000	49470000	0.29	0.06	5.41	0.57	3.59	2.86	0.78	0.55	0.33
chr19	49470000	49471000	0.18	0.12	6.52	1.1	6.28	2.76	0.74	0.83	0.43
chr19	49471000	49472000	0.06	0.12	4.17	0.39	4.11	2.92	0.77	0.25	0.1
chr19	49472000	49473000	0.18	0.06	6.6	2.78	12.01	3.64	0.93	0.21	0.16
chr19	49473000	49474000	1.06	0.66	9.71	3.63	16.17	5.09	1.42	0.8	0.67
chr19	49474000	49475000	0.82	0.71	9.72	4.4	13.63	3.25	1.31	1.06	0.32
chr19	49475000	49476000	0.16	0.29	11.6	2.8	14.09	2.96	1.47	0.96	1.05
chr19	49476000	49477000	0.18	0.12	12.76	4.25	18.45	2.58	1.73	1.16	0.92
chr19	49477000	49478000	0.11	0.29	5.15	1.68	15.88	3.36	0.5	0.46	0.48
chr19	49478000	49479000	0.29	0.2	3.34	2.79	2.36	1.16	0.52	0.46	0.35
chr19	49479000	49480000	0.17	0.27	3.61	0.26	2.33	0.76	0.2	0.37	0.34
chr19	49480000	49481000	0.56	0.62	9.32	0.78	2.59	0.89	0.26	0.35	0.15
chr19	49481000	49482000	0.45	0.52	9.66	0.73	2.05	0.85	0.55	0.46	0.32
chr19	49482000	49483000	0.41	0.28	7.13	0.12	2.36	0.22	0.38	0.3	0.15
chr19	49483000	49484000	0.41	0.57	9.36	0.36	2.86	0.87	0.42	0.26	0.37
chr19	49484000	49485000	0.28	0.29	6.18	0.23	3.8	0.33	0.05	0.05	0.15
chr19	49485000	49486000	0.35	0.18	9.08	0.68	3.84	0.53	0.16	0.19	0.2
chr19	49486000	49487000	1.76	1.33	64.57	2.79	58.39	0.87	7.98	0.47	0.26
chr19	49487000	49488000	2.86	2.11	80.0	8.07	82.05	1.05	12.46	0.73	0.43
chr19	49488000	49489000	4.76	4.45	71.45	8.31	100.84	0.76	10.58	0.9	0.84
chr19	49489000	49490000	6.36	5.49	76.79	37.65	92.14	0.58	14.06	5.67	4.32
chr19	49490000	49491000	11.1	10.2	55.48	30.27	70.26	0.53	8.62	6.08	4.32
chr19	49491000	49492000	13.87	12.29	32.92	30.3	42.26	0.22	6.12	5.74	3.6
chr19	49492000	49493000	2.99	2.81	23.17	16.54	26.76	0.82	1.28	1.51	1.01
chr19	49493000	49494000	1.63	0.8	4.39	3.1	2.9	0.91	0.68	0.72	0.78
chr19	49494000	49495000	0.35	0.3	3.58	2.84	3.51	0.11	0.79	0.94	0.49
chr19	49495000	49496000	0.23	0.53	3.94	3.42	3.33	0.86	0.55	0.88	0.71
chr19	49496000	49497000	0.58	0.84	18.83	17.57	8.71	0.21	1.47	2.59	1.38
chr19	49497000	49498000	6.09	5.51	30.97	18.12	22.28	0.33	2.79	2.1	1.58
chr19	49498000	49499000	13.02	11.28	39.92	28.35	34.45	0.66	4.59	4.57	2.8
chr19	49499000	49500000	12.81	11.0	27.13	30.76	21.68	1.03	4.11	8.23	4.32
chr19	49500000	49501000	10.55	7.64	26.76	30.17	29.5	0.74	3.41	6.21	2.94
chr19	49501000	49502000	1.25	0.51	39.78	4.73	69.8	0.81	5.49	1.29	1.26
chr19	49502000	49503000	0.66	0.59	36.57	1.39	73.26	0.58	4.29	0.38	0.49
chr19	49503000	49504000	0.41	0.25	8.04	0.18	14.83	0.34	0.75	0.31	0.22
chr19	49504000	49505000	0.0	0.0	0.52	0.18	0.33	0.75	0.16	0.15	0.16
chr19	49505000	49506000	0.06	0.06	0.95	0.24	1.17	0.38	0.37	0.25	0.16
chr19	49506000	49507000	0.12	0.06	1.3	0.22	2.32	0.93	0.41	0.1	0.15
chr19	49507000	49508000	0.42	0.0	0.89	0.71	1.71	0.52	0.66	0.3	0.32
chr19	49508000	49509000	0.76	0.48	1.37	0.97	0.84	0.22	0.72	0.32	0.36
chr19	49509000	49510000	0.24	0.24	1.0	1.16	1.75	0.77	0.36	0.18	0.25
chr19	49510000	49511000	0.24	0.35	0.07	0.36	0.23	0.11	0.11	0.14	0.06
chr19	49511000	49512000	0.36	0.63	0.82	1.16	1.22	0.22	0.21	0.91	0.71
chr19	49512000	49513000	1.01	0.7	1.28	0.92	2.43	0.11	0.51	0.74	0.3
chr19	49513000	49514000	0.34	0.27	2.66	1.42	4.37	0.2	0.76	0.7	0.46
chr19	49514000	49515000	0.02	0.26	1.25	1.34	2.57	0.8	0.26	0.97	0.43
chr19	49515000	49516000	0.22	0.12	1.47	0.18	3.17	0.91	0.65	0.15	0.37
chr19	49516000	49517000	0.11	0.18	0.97	0.35	3.37	0.55	0.28	0.11	0.16
chr19	49517000	49518000	0.3	0.35	1.06	0.53	1.84	0.65	0.2	0.36	0.31
chr19	49518000	49519000	0.12	0.0	0.24	0.18	0.26	0.12	0.11	0.47	0.32
chr19	49519000	49520000	0.12	0.0	0.37	0.23	0.43	0.22	0.16	0.25	0.16
chr19	49520000	49521000	0.06	0.06	0.33	0.12	0.43	0.2	0.16	0.05	0.16
chr19	49521000	49522000	0.12	0.12	0.23	0.49	0.35	0.42	0.04	0.3	0.16
chr19	49522000	49523000	0.11	0.12	0.32	0.15	0.65	0.53	0.25	0.25	0.26
chr19	49523000	49524000	0.06	0.28	2.13	0.24	5.89	1.34	0.38	0.2	0.25
chr19	49524000	49525000	0.26	0.27	3.86	0.29	8.32	1.74	0.7	0.15	0.09
chr19	49525000	49526000	0.28	0.35	3.07	3.01	6.74	0.55	0.55	0.97	0.82
chr19	49526000	49527000	0.24	0.05	3.12	1.51	7.23	1.62	0.76	0.62	0.79
chr19	49527000	49528000	0.18	0.12	1.26	2.36	2.94	0.33	0.24	0.5	0.43
chr19	49528000	49529000	0.18	0.06	1.58	0.81	2.09	0.55	0.53	0.56	0.2
chr19	49529000	49530000	0.12	0.18	1.17	0.17	4.35	0.51	0.66	0.36	0.21
chr19	49530000	49531000	0.23	0.06	1.62	0.6	3.76	0.46	0.62	0.32	0.19
chr19	49531000	49532000	0.12	0.12	2.08	0.72	3.62	0.47	0.68	0.85	0.41
chr19	49532000	49533000	0.11	0.0	1.05	0.46	9.73	0.78	0.38	0.42	0.33
chr19	49533000	49534000	0.52	0.3	1.91	1.98	8.71	1.06	0.98	1.29	0.93
chr19	49534000	49535000	0.24	0.3	3.41	0.97	10.38	0.53	1.22	0.42	0.3
chr19	49535000	49536000	0.12	0.06	3.38	1.03	4.63	0.33	1.03	0.58	0.43
chr19	49536000	49537000	0.06	0.06	0.4	0.0	1.04	0.11	0.05	0.05	0.16
chr19	49537000	49538000	0.06	0.05	0.98	0.25	1.14	0.65	0.58	0.37	0.15
chr19	49538000	49539000	0.13	0.06	0.96	0.51	1.69	0.22	0.47	0.33	0.05
chr19	49539000	49540000	0.16	0.06	1.13	0.43	1.02	0.87	0.27	0.2	0.15
chr19	49540000	49541000	0.18	0.0	1.0	0.23	0.84	0.47	0.38	0.15	0.15
chr19	49541000	49541111	0.0	0.0	2.1621621621621623	0.45045045045045046	11.378378378378379	2.5315315315315314	0.0	0.45045045045045046	0.0
chr20	63473545	63474000	0.3956043956043956	0.08791208791208792	1.4725274725274726	0.32967032967032966	4.769230769230769	0.8791208791208791	0.8571428571428571	0.5494505494505495	0.31868131868131866
chr20	63474000	63475000	0.06	0.08	1.43	0.47	0.93	0.9	0.57	0.56	0.55
chr20	63475000	63476000	0.0	0.06	1.13	0.37	1.89	0.99	0.87	1.15	0.66
chr20	63476000	63477000	0.0	0.0	0.6	0.17	2.98	1.3	0.48	0.67	0.61
chr20	63477000	63478000	0.12	0.1	1.0	0.33	2.82	1.32	0.63	1.74	0.88
chr20	63478000	63479000	0.18	0.12	0.99	0.36	6.11	0.33	0.56	0.76	0.46
chr20	63479000	63480000	0.05	0.18	1.1	0.3	5.7	0.44	1.24	0.67	0.66
chr20	63480000	63481000	0.12	0.0	1.79	0.12	13.51	0.58	1.53	0.47	0.51
chr20	63481000	63482000	0.0	0.06	3.07	0.47	35.88	1.16	4.17	0.77	0.27
chr20	63482000	63483000	0.15	0.37	2.96	0.79	28.41	1.21	4.01	1.41	0.86
chr20	63483000	63484000	0.21	0.38	3.22	0.7	28.64	1.39	3.63	1.12	0.57
chr20	63484000	63485000	1.11	0.6	2.71	1.0	18.04	1.22	2.29	3.02	1.71
chr20	63485000	63486000	0.79	1.18	2.75	1.91	17.65	0.95	2.45	3.87	2.24
chr20	63486000	63487000	0.46	0.28	3.31	4.89	6.95	1.99	1.3	7.03	4.37
chr20	63487000	63488000	0.84	0.87	3.82	3.2	22.2	7.13	3.6	4.03	1.5
chr20	63488000	63489000	0.66	0.5	4.04	0.72	13.1	3.46	3.17	0.95	1.23
chr20	63489000	63490000	0.3	0.24	3.9	0.83	31.63	8.73	4.82	1.5	0.74
chr20	63490000	63491000	0.36	0.29	3.01	0.87	30.02	8.37	4.51	0.43	0.34
chr20	63491000	63492000	0.4	0.4	5.71	1.03	34.29	9.46	6.25	0.96	0.84
chr20	63492000	63493000	0.25	0.42	2.09	0.83	6.61	2.49	1.08	1.44	0.98
chr20	63493000	63494000	0.69	0.65	1.93	1.24	4.09	0.32	0.55	2.24	1.29
chr20	63494000	63495000	0.53	0.82	3.71	2.33	9.89	1.86	2.49	1.75	0.74
chr20	63495000	63496000	1.34	1.06	4.22	1.28	13.25	1.21	3.29	2.04	1.12
chr20	63496000	63497000	1.25	0.36	3.53	2.09	12.23	1.54	3.58	2.06	0.97
chr20	63497000	63498000	0.24	0.3	4.85	1.38	12.11	1.79	3.41	1.63	1.37
chr20	63498000	63499000	0.17	0.24	2.74	1.1	7.04	0.8	2.85	1.6	1.18
chr20	63499000	63500000	0.0	0.05	3.56	0.74	6.72	0.78	2.47	0.56	0.6
chr20	63500000	63501000	0.18	0.18	2.58	0.71	11.56	1.46	3.4	0.5	0.27
chr20	63501000	63502000	0.18	0.06	5.3	0.67	14.23	2.39	3.36	0.63	0.31
chr20	63502000	63503000	0.3	0.12	4.15	0.6	12.97	1.6	4.25	0.42	0.21
chr20	63503000	63504000	0.06	0.0	4.69	0.62	12.06	1.51	4.02	0.44	0.37
chr20	63504000	63505000	0.12	0.06	3.89	0.44	15.33	2.27	3.45	0.51	0.25
chr20	63505000	63506000	0.23	0.24	1.26	0.1	1.16	0.46	0.8	0.47	0.31
chr20	63506000	63507000	0.18	0.0	0.59	0.25	0.97	0.33	0.32	0.76	0.51
chr20	63507000	63508000	0.2	0.18	0.4	0.17	2.12	0.47	0.31	0.59	0.73
chr20	63508000	63509000	0.09	0.12	0.54	0.29	1.87	0.27	0.45	0.84	0.64
chr20	63509000	63510000	0.24	0.3	0.66	0.15	1.78	0.46	0.5	0.84	0.33
chr20	63510000	63511000	0.3	0.06	0.42	0.33	1.51	0.37	0.48	0.65	0.86
chr20	63511000	63512000	0.12	0.18	0.46	0.53	1.57	0.86	0.95	0.59	0.5
chr20	63512000	63513000	0.06	0.12	1.06	0.36	3.47	0.94	0.72	0.67	0.41
chr20	63513000	63514000	0.12	0.0	0.71	0.3	0.67	0.67	0.25	0.25	0.2
chr20	63514000	63515000	0.24	0.23	0.73	0.64	2.15	0.55	0.66	0.41	0.61
chr20	63515000	63516000	0.3	0.88	2.07	0.41	4.83	0.75	1.27	1.15	0.97
chr20	63516000	63517000	0.16	0.1	0.75	0.27	4.76	0.79	0.69	0.8	0.39
chr20	63517000	63518000	0.67	0.46	13.92	1.94	16.26	0.75	3.46	1.59	1.12
chr20	63518000	63519000	1.69	1.31	46.75	3.23	68.02	1.63	11.22	1.79	1.3
chr20	63519000	63520000	1.14	0.54	45.75	4.16	59.16	1.6	9.66	1.76	1.18
chr20	63520000	63521000	0.2	0.61	36.51	4.93	31.75	1.11	6.67	1.28	0.92
chr20	63521000	63522000	1.09	1.45	40.56	5.08	46.01	1.86	7.78	1.19	1.0
chr20	63522000	63523000	2.79	2.88	33.84	26.09	52.17	1.93	8.67	10.78	5.91
chr20	63523000	63524000	11.45	8.59	9.75	22.88	24.34	1.26	2.94	8.44	4.74
chr20	63524000	63525000	12.76	8.47	8.17	17.52	33.99	1.27	3.01	7.54	5.14
chr20	63525000	63526000	6.86	3.3	6.2	15.75	10.44	1.13	1.93	6.6	4.68
chr20	63526000	63527000	2.23	1.46	6.07	11.37	8.18	0.76	1.77	3.65	2.69
chr20	63527000	63528000	1.02	1.08	1.64	24.06	1.38	0.66	0.5	5.58	4.01
chr20	63528000	63529000	0.41	0.46	2.76	2.73	3.44	0.61	0.93	0.7	0.68
chr20	63529000	63530000	3.56	2.47	12.36	7.56	23.48	1.02	3.72	1.98	1.17
chr20	63530000	63531000	2.88	1.72	13.95	6.94	24.41	0.54	4.02	3.19	1.18
chr20	63531000	63532000	0.41	0.42	7.99	1.05	16.54	0.56	2.22	0.78	0.65
chr20	63532000	63533000	0.52	0.64	9.97	2.29	14.73	0.54	3.89	1.19	1.08
chr20	63533000	63534000	0.65	0.27	5.38	1.71	13.07	1.45	1.9	1.03	0.64
chr20	63534000	63535000	1.29	1.38	6.4	2.21	13.67	1.6	2.4	1.17	0.63
chr20	63535000	63536000	0.26	0.43	4.4	1.99	7.37	1.1	1.75	0.7	0.25
chr20	63536000	63537000	0.42	0.3	4.05	1.57	6.91	0.84	1.72	0.44	0.52
chr20	63537000	63538000	0.24	0.23	4.11	1.51	9.92	0.57	1.65	0.9	0.44
chr20	63538000	63539000	0.24	0.22	2.98	1.62	5.95	0.71	1.08	0.42	0.21
chr20	63539000	63540000	0.44	0.12	2.97	0.62	5.39	0.58	1.17	0.71	0.4
chr20	63540000	63541000	0.16	0.12	1.54	0.46	5.4	0.43	0.66	1.16	0.41
chr20	63541000	63542000	0.18	0.18	1.28	0.58	6.29	0.65	1.21	1.46	0.46
chr20	63542000	63543000	0.0	0.06	1.7	0.47	3.05	0.55	0.87	0.9	0.58
chr20	63543000	63544000	0.12	0.13	1.65	0.76	6.76	0.44	0.89	0.74	0.66
chr20	63544000	63545000	0.01	0.19	1.58	0.8	4.3	0.87	1.17	0.42	0.67
chr20	63545000	63546000	0.45	0.09	3.18	0.53	10.03	2.89	3.25	0.59	0.35
chr20	63546000	63547000	0.06	0.0	2.78	0.34	8.0	2.5	2.72	0.15	0.27
chr20	63547000	63548000	0.0	0.0	2.2	1.03	6.18	2.89	2.51	0.43	0.15
chr20	63548000	63549000	0.0	0.06	2.99	0.77	11.92	3.41	3.03	0.61	0.66
chr20	63549000	63550000	0.0	0.12	2.09	0.41	7.11	2.11	1.78	0.64	0.41
chr20	63550000	63551000	0.06	0.0	1.79	0.43	10.64	5.17	2.02	1.75	0.85
chr20	63551000	63552000	0.12	0.0	2.14	0.12	8.85	3.76	1.94	0.83	0.51
chr20	63552000	63553000	0.24	0.0	2.33	0.36	11.64	3.44	1.64	1.08	0.39
chr20	63553000	63554000	0.17	0.12	2.21	1.2	6.18	2.67	2.12	0.9	0.78
chr20	63554000	63555000	0.06	0.0	3.27	0.46	6.45	2.38	2.22	0.71	0.23
chr20	63555000	63556000	0.42	0.06	1.11	1.26	4.8	0.55	1.45	0.67	0.3
chr20	63556000	63557000	0.58	0.56	3.82	1.08	10.68	0.33	1.4	1.11	0.91
chr20	63557000	63558000	1.34	0.94	6.68	4.02	25.62	0.87	2.77	3.35	1.78
chr20	63558000	63559000	0.52	0.41	7.57	3.57	36.62	1.51	1.96	2.66	1.72
chr20	63559000	63560000	0.44	0.18	4.5	2.83	22.28	0.89	2.18	1.88	0.86
chr20	63560000	63561000	0.7	0.68	9.37	4.47	38.16	2.62	4.48	1.88	1.12
chr20	63561000	63562000	0.43	0.46	9.47	1.74	30.45	2.23	2.97	1.37	0.61
chr20	63562000	63563000	0.54	0.3	6.76	1.95	14.15	0.58	1.88	0.83	0.6
chr20	63563000	63564000	0.12	0.24	7.22	1.44	12.44	0.42	2.55	0.7	0.34
chr20	63564000	63565000	0.32	0.17	6.86	1.82	16.41	0.59	2.69	0.69	0.4
chr20	63565000	63566000	0.27	0.39	5.56	1.94	11.54	1.44	2.2	1.32	0.89
chr20	63566000	63567000	0.18	0.08	5.91	1.13	12.23	1.15	1.89	0.4	0.45
chr20	63567000	63568000	0.06	0.21	11.64	0.75	14.61	0.86	3.21	1.3	0.29
chr20	63568000	63569000	0.3	0.37	19.61	2.56	28.55	1.93	7.17	0.69	0.51
chr20	63569000	63570000	0.7	0.6	17.98	4.52	27.08	2.04	5.04	1.52	0.81
chr20	63570000	63571000	1.8	1.2	12.48	10.19	23.79	1.1	4.5	2.96	1.32
chr20	63571000	63572000	0.58	0.43	1.92	3.29	6.65	0.3	0.52	1.58	0.63
chr20	63572000	63573000	0.88	0.18	17.32	7.96	27.73	1.51	5.07	2.29	0.97
chr20	63573000	63573545	0.8807339449541285	0.44036697247706424	20.568807339449542	1.1009174311926606	31.706422018348626	2.036697247706422	6.256880733944954	1.0458715596330275	0.6146788990825688
chr22	39268258	39269000	0.0	0.013477088948787063	0.8679245283018868	0.215633423180593	0.5148247978436657	0.5929919137466307	0.7681940700808625	0.4743935309973046	0.14824797843665768
chr22	39269000	39270000	0.06	0.11	0.66	0.38	0.21	0.33	0.47	0.42	0.21
chr22	39270000	39271000	0.06	0.15	0.83	0.14	0.98	0.54	0.45	0.34	0.28
chr22	39271000	39272000	0.12	0.09	0.6	0.49	0.75	1.15	0.72	0.06	0.13
chr22	39272000	39273000	0.0	0.0	0.3	0.38	0.68	0.8	0.3	0.3	0.2
chr22	39273000	39274000	0.12	0.0	0.48	0.15	0.66	0.55	0.37	0.66	0.37
chr22	39274000	39275000	0.12	0.05	0.68	0.15	0.43	0.11	0.23	0.52	0.47
chr22	39275000	39276000	0.0	0.0	0.12	0.2	0.32	0.22	0.15	0.32	0.17
chr22	39276000	39277000	0.06	0.0	0.38	0.4	0.55	0.34	0.3	0.37	0.2
chr22	39277000	39278000	0.06	0.12	0.68	0.35	0.44	0.6	0.25	0.31	0.1
chr22	39278000	39279000	0.18	0.12	0.99	0.37	0.71	0.55	0.28	0.18	0.25
chr22	39279000	39280000	0.0	0.18	0.86	0.37	0.71	0.32	0.31	0.37	0.39
chr22	39280000	39281000	0.0	0.0	0.52	0.6	0.76	0.2	0.32	0.38	0.22
chr22	39281000	39282000	0.06	0.06	0.89	0.23	0.42	0.0	0.56	0.35	0.12
chr22	39282000	39283000	0.0	0.0	0.18	0.28	0.33	0.0	0.14	0.35	0.36
chr22	39283000	39284000	0.12	0.06	0.47	0.3	0.33	0.0	0.3	0.1	0.18
chr22	39284000	39285000	0.24	0.0	1.2	0.87	1.13	0.46	0.54	0.25	0.05
chr22	39285000	39286000	0.18	0.0	1.22	0.36	1.31	0.51	0.24	0.15	0.0
chr22	39286000	39287000	0.0	0.06	1.17	0.29	1.94	1.17	0.54	0.16	0.25
chr22	39287000	39288000	0.18	0.06	1.15	0.24	2.66	0.93	0.51	0.16	0.15
chr22	39288000	39289000	0.12	0.06	1.09	0.06	1.67	1.15	0.42	0.21	0.17
chr22	39289000	39290000	0.3	0.0	1.16	0.39	1.65	0.64	0.16	0.2	0.05
chr22	39290000	39291000	0.17	0.12	1.7	0.6	1.62	1.11	0.37	0.2	0.11
chr22	39291000	39292000	0.05	0.35	1.34	0.81	0.61	0.44	0.65	0.4	0.32
chr22	39292000	39293000	0.17	0.12	1.21	0.49	0.55	0.22	0.23	0.4	0.34
chr22	39293000	39294000	0.12	0.11	0.95	0.21	0.72	0.22	0.47	0.32	0.27
chr22	39294000	39295000	0.12	0.3	1.02	0.78	1.03	0.28	0.21	0.41	0.2
chr22	39295000	39296000	0.0	0.18	2.31	0.29	2.02	0.93	0.45	0.64	0.52
chr22	39296000	39297000	0.3	0.0	2.21	0.49	2.65	0.99	0.55	0.3	0.26
chr22	39297000	39298000	0.24	0.18	3.09	0.89	2.82	0.82	0.58	0.26	0.1
chr22	39298000	39299000	0.24	0.11	4.64	0.6	4.53	1.89	1.04	0.34	0.06
chr22	39299000	39300000	0.3	0.18	4.77	0.55	4.32	1.52	0.9	0.65	0.24
chr22	39300000	39301000	0.24	0.35	4.27	1.39	5.0	1.61	1.18	0.45	0.31
chr22	39301000	39302000	0.3	0.24	4.0	1.1	5.4	1.47	0.51	0.8	0.17
chr22	39302000	39303000	0.43	0.36	4.54	3.65	3.35	0.63	0.42	0.33	0.18
chr22	39303000	39304000	0.22	0.11	3.31	1.67	1.74	0.65	0.63	0.3	0.25
chr22	39304000	39305000	0.18	0.29	3.93	1.28	1.59	0.55	0.45	0.2	0.2
chr22	39305000	39306000	0.12	0.06	1.35	0.3	1.53	0.21	0.16	0.11	0.11
chr22	39306000	39307000	0.18	0.56	3.86	1.62	1.79	0.31	0.61	0.45	0.29
chr22	39307000	39308000	0.3	0.39	1.77	2.57	1.09	0.35	0.36	0.55	0.7
chr22	39308000	39309000	0.49	0.58	3.97	2.89	3.16	0.43	0.44	0.46	0.36
chr22	39309000	39310000	2.17	1.3	33.11	4.34	37.4	0.53	5.03	0.8	0.3
chr22	39310000	39311000	4.14	2.92	30.05	8.62	38.92	1.0	4.79	0.96	0.71
chr22	39311000	39312000	2.52	1.76	25.47	9.92	34.4	0.3	3.8	1.95	0.77
chr22	39312000	39313000	4.92	3.09	30.1	11.79	37.82	0.36	4.93	1.46	1.18
chr22	39313000	39314000	8.32	8.15	33.69	29.8	31.28	0.66	3.51	5.35	2.93
chr22	39314000	39315000	9.98	9.55	32.36	30.21	30.16	0.61	4.23	6.98	4.16
chr22	39315000	39316000	13.5	14.28	43.69	28.37	51.67	1.4	8.3	5.99	3.41
chr22	39316000	39317000	11.06	9.37	32.36	25.38	41.23	0.61	3.98	3.77	1.85
chr22	39317000	39318000	17.85	17.75	36.21	33.6	47.15	0.87	6.36	4.54	2.66
chr22	39318000	39319000	14.79	14.64	25.02	23.3	25.83	0.22	4.34	2.35	1.64
chr22	39319000	39320000	3.15	2.63	31.73	22.41	26.8	0.11	4.45	4.34	2.86
chr22	39320000	39321000	1.41	1.01	26.4	6.26	24.52	0.55	4.06	0.65	0.6
chr22	39321000	39322000	0.17	0.29	7.2	0.81	7.49	1.49	1.23	0.25	0.14
chr22	39322000	39323000	0.29	0.12	0.88	0.11	1.13	1.88	0.16	0.49	0.36
chr22	39323000	39324000	0.0	0.06	1.16	0.31	1.28	1.97	0.35	0.25	0.0
chr22	39324000	39325000	0.12	0.12	1.25	0.55	1.4	1.84	0.38	0.21	0.31
chr22	39325000	39326000	0.17	0.06	0.88	0.26	1.87	1.96	0.38	0.52	0.27
chr22	39326000	39327000	0.18	0.0	1.48	0.18	2.69	2.27	0.38	0.3	0.1
chr22	39327000	39328000	0.11	0.12	0.47	0.24	1.87	2.51	0.21	0.26	0.5
chr22	39328000	39329000	0.06	0.06	1.28	0.41	2.24	2.1	0.38	0.1	0.1
chr22	39329000	39330000	0.12	0.06	0.48	0.17	2.04	1.51	0.24	0.21	0.19
chr22	39330000	39331000	0.11	0.11	0.6	0.06	0.62	1.27	0.2	0.0	0.1
chr22	39331000	39332000	0.18	0.24	0.65	0.16	0.28	0.8	0.3	0.26	0.4
chr22	39332000	39333000	0.06	0.0	0.29	0.34	0.15	0.48	0.22	0.2	0.32
chr22	39333000	39334000	0.06	0.0	0.48	0.09	0.32	0.4	0.2	0.21	0.26
chr22	39334000	39335000	0.0	0.0	0.18	0.06	0.89	0.21	0.05	0.21	0.3
chr22	39335000	39336000	0.0	0.0	0.29	0.11	0.32	0.44	0.09	0.05	0.05
chr22	39336000	39337000	0.0	0.06	0.48	0.29	1.21	0.22	0.2	0.15	0.05
chr22	39337000	39338000	0.06	0.08	0.37	0.12	0.83	0.53	0.36	0.25	0.07
chr22	39338000	39339000	0.0	0.08	0.33	0.12	0.27	0.68	0.06	0.05	0.19
chr22	39339000	39340000	0.0	0.0	0.18	0.02	0.66	0.53	0.18	0.19	0.31
chr22	39340000	39341000	0.18	0.17	0.34	0.09	0.42	0.65	0.25	0.11	0.52
chr22	39341000	39342000	0.11	0.0	0.24	0.36	0.22	0.81	0.66	0.2	0.21
chr22	39342000	39343000	0.06	0.06	0.18	0.06	1.12	0.81	0.26	0.2	0.2
chr22	39343000	39344000	0.08	0.0	0.32	0.2	0.11	0.24	0.09	0.15	0.08
chr22	39344000	39345000	0.1	0.06	0.4	0.34	0.22	0.33	0.16	0.22	0.18
chr22	39345000	39346000	0.12	0.0	0.12	0.06	0.11	0.33	0.05	0.57	0.11
chr22	39346000	39347000	0.06	0.0	0.35	0.18	0.0	0.55	0.1	0.0	0.0
chr22	39347000	39348000	0.0	0.06	0.24	0.35	0.41	0.44	0.12	0.06	0.1
chr22	39348000	39349000	0.06	0.0	0.29	0.18	0.6	0.32	0.1	0.28	0.26
chr22	39349000	39350000	0.12	0.06	1.24	0.44	0.77	0.22	0.27	0.12	0.0
